0,0,0,904265560,0,0,0,0,0,0,-,3
0,0,0,0,0,0,0,0,0,926858672,-,46
0,0,0,160813312,0,0,0,0,0,844521552,-,50
0,0,0,0,0,0,0,0,0,844521560,-,52
0,0,0,0,0,0,0,0,0,160807584,-,54
0,0,0,0,0,0,0,0,0,844521568,-,56
0,0,0,0,0,0,0,0,0,688838192,-,60
0,0,0,0,0,0,0,0,0,688835520,-,71
0,0,0,0,0,0,0,0,0,689468704,-,75
0,0,0,0,0,0,0,0,0,689469296,-,79
0,0,0,0,0,0,0,0,0,689470472,-,80
0,0,0,0,0,0,0,0,0,844521576,-,87
0,0,0,0,0,0,0,0,0,12680,-,88
0,0,0,0,0,0,0,0,0,43758048,-,90
0,0,0,0,0,0,0,0,0,689471640,-,92
0,0,0,0,0,0,0,0,0,43758056,-,93
0,0,0,0,0,0,0,0,0,12688,-,94
0,0,0,0,0,0,0,0,0,689472808,-,96
0,0,0,0,0,0,0,0,0,43758064,-,98
0,0,0,0,0,0,0,0,0,689473984,-,100
0,0,0,0,0,0,0,0,0,43758072,-,101
0,0,0,0,0,0,0,0,0,12704,-,102
0,0,0,0,0,0,0,0,0,689475152,-,105
0,0,0,0,0,0,0,0,0,12712,-,106
0,0,0,0,0,0,0,0,0,689476320,-,108
0,0,0,0,0,0,0,0,0,12720,-,110
0,0,0,0,0,0,0,0,0,689477496,-,112
0,0,0,0,0,0,0,0,0,12728,-,114
0,0,0,0,0,0,0,0,0,689478664,-,116
0,0,0,0,0,0,0,0,0,12736,-,117
0,0,0,0,0,0,0,0,0,43758080,-,118
0,0,0,0,0,0,0,0,0,689483344,-,119
0,0,0,0,0,0,0,0,0,12744,-,122
0,0,0,0,0,0,0,0,0,689484520,-,123
0,0,0,0,0,0,0,0,0,12752,-,126
0,0,0,0,0,0,0,0,0,689485688,-,127
0,0,0,0,0,0,0,0,0,12760,-,130
0,0,0,0,0,0,0,0,0,12768,-,134
0,0,0,0,0,0,0,0,0,12776,-,137
0,0,0,0,0,0,0,0,0,689482176,-,138
0,0,0,0,0,0,0,0,0,12784,-,141
0,0,0,0,0,0,0,0,0,689486856,-,145
0,0,0,0,0,0,0,0,0,689486864,-,149
0,0,0,0,0,0,0,0,0,689489176,-,152
0,0,0,0,0,0,0,0,0,12816,-,153
0,0,0,0,0,0,0,0,0,689489184,-,156
0,0,0,0,0,0,0,0,0,12824,-,157
0,0,0,0,0,0,0,0,0,689489192,-,160
0,0,0,0,0,0,0,0,0,12832,-,161
0,0,0,0,0,0,0,0,0,689492648,-,163
0,0,0,0,0,0,0,0,0,12840,-,165
0,0,0,0,0,0,0,0,0,689492656,-,167
0,0,0,0,0,0,0,0,0,12848,-,169
0,0,0,0,0,0,0,0,0,689494968,-,171
0,0,0,0,0,0,0,0,0,12856,-,173
0,0,0,0,0,0,0,0,0,689494976,-,174
0,0,0,0,0,0,0,0,0,12864,-,177
0,0,0,0,0,0,0,0,0,689517192,-,178
0,0,0,0,0,0,0,0,0,12872,-,181
0,0,0,0,0,0,0,0,0,689517200,-,182
0,0,0,0,0,0,0,0,0,12880,-,184
0,0,0,0,0,0,0,0,0,689517208,-,185
0,0,0,0,0,0,0,0,0,12888,-,188
0,0,0,0,0,0,0,0,0,689522216,-,189
0,0,0,0,0,0,0,0,0,12896,-,192
0,0,0,0,0,0,0,0,0,12904,-,196
0,0,0,0,0,0,0,0,0,689524536,-,200
0,0,0,0,0,0,0,0,0,689524544,-,204
0,0,0,0,0,0,0,0,0,689526856,-,208
0,0,0,0,0,0,0,0,0,689526864,-,211
0,0,0,0,0,0,0,0,0,689529176,-,215
0,0,0,0,0,0,0,0,0,689529184,-,219
0,0,0,0,0,0,0,0,0,689531496,-,224
0,0,0,0,0,0,0,0,0,689531504,-,228
0,0,0,0,0,0,0,0,0,689533816,-,238
0,0,0,0,0,0,0,0,0,689533824,-,242
0,0,0,0,0,0,0,0,0,689496712,-,246
0,0,0,0,0,0,0,0,0,689497880,-,250
0,0,0,0,0,0,0,0,0,689499048,-,254
0,0,0,0,0,0,0,0,0,689500216,-,258
0,0,0,0,0,0,0,0,0,689501384,-,259
0,0,0,0,0,0,0,0,0,12912,-,262
0,0,0,0,0,0,0,0,0,689506728,-,266
0,0,0,0,0,0,0,0,0,689507896,-,270
0,0,0,0,0,0,0,0,0,689509064,-,274
0,0,0,0,0,0,0,0,0,689510232,-,277
0,0,0,0,0,0,0,0,0,689511400,-,281
0,0,0,0,0,0,0,0,0,689511408,-,285
0,0,0,0,0,0,0,0,0,689514296,-,289
0,0,0,0,0,0,0,0,0,689514304,-,1233
0,0,0,0,0,0,0,0,0,631215672,-,1238
0,0,0,0,0,0,0,0,0,631215680,-,1243
0,0,0,0,0,0,0,0,0,631215688,-,1247
0,0,0,0,0,0,0,0,0,631215696,-,1251
0,0,0,0,0,0,0,0,0,631215704,-,1255
0,0,0,0,0,0,0,0,0,631215712,-,1258
0,0,0,0,0,0,0,0,0,631215720,-,1262
0,0,0,0,0,0,0,0,0,631215728,-,1266
0,0,0,0,0,0,0,0,0,631215736,-,1270
0,0,0,0,0,0,0,0,0,631215744,-,1273
0,0,0,0,0,0,0,0,0,631215752,-,1277
0,0,0,0,0,0,0,0,0,631215760,-,1281
0,0,0,0,0,0,0,0,0,631215768,-,1285
0,0,0,0,0,0,0,0,0,631215776,-,1288
0,0,0,0,0,0,0,0,0,631215784,-,1292
0,0,0,0,0,0,0,0,0,631215792,-,1296
0,0,0,0,0,0,0,0,0,631215800,-,1300
0,0,0,0,0,0,0,0,0,631215808,-,1304
0,0,0,0,0,0,0,0,0,631215816,-,1307
0,0,0,0,0,0,0,0,0,631215824,-,1311
0,0,0,0,0,0,0,0,0,631215832,-,1315
0,0,0,0,0,0,0,0,0,631215840,-,1319
0,0,0,0,0,0,0,0,0,631215848,-,1323
0,0,0,0,0,0,0,0,0,631215856,-,1326
0,0,0,0,0,0,0,0,0,631215864,-,1330
0,0,0,0,0,0,0,0,0,631215872,-,1334
0,0,0,0,0,0,0,0,0,631215880,-,1338
0,0,0,0,0,0,0,0,0,631215888,-,1341
0,0,0,0,0,0,0,0,0,631215896,-,1345
0,0,0,0,0,0,0,0,0,631215904,-,1349
0,0,0,0,0,0,0,0,0,631215912,-,1353
0,0,0,0,0,0,0,0,0,631215920,-,1357
0,0,0,0,0,0,0,0,0,631215928,-,1360
0,0,0,0,0,0,0,0,0,631215936,-,1364
0,0,0,0,0,0,0,0,0,631215944,-,1368
0,0,0,0,0,0,0,0,0,631215952,-,1515
0,0,0,0,0,0,0,0,0,631215960,-,500845
0,0,0,0,0,0,0,0,0,695583728,-,500851
0,0,0,0,0,0,0,0,0,695583736,-,500874
0,0,0,0,0,0,0,0,0,695583744,-,504890
0,0,0,0,0,0,0,0,0,12920,-,504895
0,0,0,0,0,0,0,0,0,12928,-,504899
0,0,0,0,0,0,0,0,0,12936,-,504903
0,0,0,0,0,0,0,0,0,12944,-,504906
0,0,0,0,0,0,0,0,0,12952,-,504910
0,0,0,0,0,0,0,0,0,12960,-,504935
0,0,0,0,0,0,0,0,0,12968,-,552989
0,0,0,0,0,0,0,0,0,101648696,-,552994
0,0,0,0,0,0,0,0,0,101648704,-,552998
